index,Sector,Indicator,Unit,Country_code,Country,Year,Variable,Value
6176,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),TR,Turkey,2006,historic,0.421968694
6177,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),TR,Turkey,2007,historic,0.445782577
6178,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),TR,Turkey,2008,historic,0.405019592
6179,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),TR,Turkey,2009,historic,0.400128552
6180,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),TR,Turkey,2010,historic,0.392340193
6181,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),TR,Turkey,2011,historic,0.398926058
6182,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),TR,Turkey,2012,historic,0.435962936
6183,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),TR,Turkey,2013,historic,0.453247642
6184,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),TR,Turkey,2014,historic,0.45085269
6185,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),UA,Ukraine,1990,historic,3.028948423
6186,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),UA,Ukraine,1991,historic,3.446643193
6187,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),UA,Ukraine,1992,historic,3.487369548
6188,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),UA,Ukraine,1993,historic,3.150931958
6189,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),UA,Ukraine,1994,historic,3.153140658
6190,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),UA,Ukraine,1995,historic,2.975404366
6191,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),UA,Ukraine,1996,historic,2.839608043
6192,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),UA,Ukraine,1997,historic,2.633599314
6193,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),UA,Ukraine,1998,historic,2.763522067
6194,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),UA,Ukraine,1999,historic,2.531754954
6195,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),UA,Ukraine,2000,historic,2.131569627
6196,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),UA,Ukraine,2001,historic,2.016713548
6197,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),UA,Ukraine,2002,historic,1.992099934
6198,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),UA,Ukraine,2003,historic,1.952380355
6199,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),UA,Ukraine,2004,historic,1.700729079
6200,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),UA,Ukraine,2005,historic,1.689544078
6201,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),UA,Ukraine,2006,historic,1.653637632
6202,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),UA,Ukraine,2007,historic,1.607981841
6203,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),UA,Ukraine,2008,historic,1.553242714
6204,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),UA,Ukraine,2009,historic,1.5048036
6205,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),UA,Ukraine,2010,historic,1.502557418
6206,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),UA,Ukraine,2011,historic,1.398951594
6207,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),UA,Ukraine,2012,historic,1.426198248
6208,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),UA,Ukraine,2013,historic,1.402549138
6209,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),UA,Ukraine,2014,historic,1.356658211
6210,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),DE,Germany,1991,historic,2.189644841
6211,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),DE,Germany,1992,historic,2.172777506
6212,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),DE,Germany,1993,historic,2.384341023
6213,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),DE,Germany,1994,historic,3.200914343
6214,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),DE,Germany,1995,historic,3.194636624
6215,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),DE,Germany,1996,historic,3.078903753
6216,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),DE,Germany,1997,historic,3.015330557
6217,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),DE,Germany,1998,historic,3.084425295
6218,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),DE,Germany,1999,historic,2.878390487
6219,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),DE,Germany,2000,historic,2.991152629
6220,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),DE,Germany,2001,historic,3.087683088
6221,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),DE,Germany,2002,historic,3.023718959
6222,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),DE,Germany,2003,historic,2.910383126
6223,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),DE,Germany,2004,historic,2.184835741
6224,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),DE,Germany,2005,historic,3.001979216
6225,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),DE,Germany,2006,historic,3.14695662
6226,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),DE,Germany,2007,historic,2.484806959
6227,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),DE,Germany,2008,historic,2.147563034
6228,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),DE,Germany,2009,historic,2.19725813
6229,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),DE,Germany,2010,historic,2.868639699
6230,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),DE,Germany,2011,historic,3.28446183
6231,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),DE,Germany,2012,historic,3.286031838
6232,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),DE,Germany,2013,historic,3.211916791
6233,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),DE,Germany,2014,historic,3.747909413
6234,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),FR,France,1990,historic,2.65232057
6235,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),FR,France,1991,historic,2.907002982
6236,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),FR,France,1992,historic,2.492810187
6237,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),FR,France,1993,historic,2.615549306
6238,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),FR,France,1994,historic,2.58764322
6239,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),FR,France,1995,historic,2.507669382
6240,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),FR,France,1996,historic,2.378170707
6241,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),FR,France,1997,historic,2.391007778
6242,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),FR,France,1998,historic,2.324883732
6243,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),FR,France,1999,historic,2.222277819
6244,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),FR,France,2000,historic,2.276968308
6245,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),FR,France,2001,historic,2.331070424
6246,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),FR,France,2002,historic,2.172588688
6247,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),FR,France,2003,historic,2.483709527
6248,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),FR,France,2004,historic,2.051021932
6249,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),FR,France,2005,historic,2.153902672
6250,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),FR,France,2006,historic,2.150315624
6251,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),FR,France,2007,historic,2.193163679
6252,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),FR,France,2008,historic,2.113005687
6253,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),FR,France,2009,historic,1.966714264
6254,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),FR,France,2010,historic,1.999979759
6255,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),FR,France,2011,historic,1.91466521
6256,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),FR,France,2012,historic,2.086969696
6257,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),FR,France,2013,historic,2.093873787
6258,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),FR,France,2014,historic,1.915717552
6259,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IT,Italy,1990,historic,1.110569864
6260,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IT,Italy,1991,historic,1.043417163
6261,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IT,Italy,1992,historic,1.007348651
6262,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IT,Italy,1993,historic,1.021938534
6263,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IT,Italy,1994,historic,0.997122141
6264,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IT,Italy,1995,historic,0.976162658
6265,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IT,Italy,1996,historic,0.958407968
6266,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IT,Italy,1997,historic,0.955615711
6267,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IT,Italy,1998,historic,0.915643096
6268,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IT,Italy,1999,historic,0.87670846
6269,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IT,Italy,2000,historic,0.865449548
6270,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IT,Italy,2001,historic,0.879556572
6271,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IT,Italy,2002,historic,0.901767785
6272,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IT,Italy,2003,historic,0.935386067
6273,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IT,Italy,2004,historic,0.8288075
6274,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IT,Italy,2005,historic,0.852074049
6275,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IT,Italy,2006,historic,0.847294143
6276,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IT,Italy,2007,historic,0.862723415
6277,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IT,Italy,2008,historic,0.827293248
6278,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IT,Italy,2009,historic,0.823600428
6279,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IT,Italy,2010,historic,0.799566978
6280,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IT,Italy,2011,historic,0.793177293
6281,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IT,Italy,2012,historic,0.829932733
6282,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IT,Italy,2013,historic,0.787058975
6283,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IT,Italy,2014,historic,0.789153771
6284,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),GB,United Kingdom,1990,historic,3.544620829
6285,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),GB,United Kingdom,1991,historic,3.398802743
6286,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),GB,United Kingdom,1992,historic,3.263429179
6287,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),GB,United Kingdom,1993,historic,3.463128298
6288,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),GB,United Kingdom,1994,historic,3.522223277
6289,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),GB,United Kingdom,1995,historic,3.585191508
6290,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),GB,United Kingdom,1996,historic,3.773171004
6291,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),GB,United Kingdom,1997,historic,3.684658655
6292,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),GB,United Kingdom,1998,historic,3.528257461
6293,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),GB,United Kingdom,1999,historic,3.275285172
6294,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),GB,United Kingdom,2000,historic,3.123967379
6295,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),GB,United Kingdom,2001,historic,3.141997148
6296,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),GB,United Kingdom,2002,historic,2.769669726
6297,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),GB,United Kingdom,2003,historic,2.89769164
6298,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),GB,United Kingdom,2004,historic,2.965515342
6299,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),GB,United Kingdom,2005,historic,2.700688804
6300,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),GB,United Kingdom,2006,historic,2.851690816
6301,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),GB,United Kingdom,2007,historic,2.917798655
6302,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),GB,United Kingdom,2008,historic,2.678845036
6303,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),GB,United Kingdom,2009,historic,2.842501657
6304,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),GB,United Kingdom,2010,historic,2.865821556
6305,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),GB,United Kingdom,2011,historic,2.588901027
6306,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),GB,United Kingdom,2012,historic,2.756945392
6307,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),GB,United Kingdom,2013,historic,2.761179169
6308,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),GB,United Kingdom,2014,historic,2.467840072
6309,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),World,World,1990,historic,2.266882634
6310,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),World,World,1991,historic,2.261871888
6311,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),World,World,1992,historic,2.19031489
6312,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),World,World,1993,historic,2.154068635
6313,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),World,World,1994,historic,2.132819712
6314,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),World,World,1995,historic,2.116730464
6315,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),World,World,1996,historic,2.010899313
6316,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),World,World,1997,historic,1.976051347
6317,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),World,World,1998,historic,1.954880196
6318,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),World,World,1999,historic,1.904279529
6319,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),World,World,2000,historic,1.835771409
6320,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),World,World,2001,historic,1.810729022
6321,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),World,World,2002,historic,1.759613276
6322,Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),World,World,2003,historic,1.712116322
